,id,name,market_cap,price_change_percentage_24h,twitter_followers,circ_perc,clusters
375,ampleforth,Ampleforth,137916086.0,15.65521,36220,98.68501237004384,1
376,wrapped-nxm,Wrapped NXM,137807313.0,12.00019,38346,100.0,1
377,aavegotchi,Aavegotchi,137735769.0,-0.42345,91403,97.35045416974687,1
378,usdx,USDX,137385860.0,-0.60749,0,99.99841578490926,1
379,btse-token,BTSE Token,136977133.0,-1.6181,17378,10.1867115,0
380,bonfida,Bonfida,136754583.0,0.11068,63179,4.9086802597766,0
381,iron-bank-euro,Iron Bank EURO,136360689.0,2.56333,0,100.0,1
382,crypto20,CRYPTO20,135666669.0,7.86603,7989,81.88831774782366,1
383,defipulse-index,DeFi Pulse Index,133935248.0,3.75621,40457,100.0,1
384,dopex-rebate-token,Dopex Rebate Token,133712308.0,15.93544,22242,36.457874530518254,0
385,proton,Proton,133133460.0,8.37212,34502,70.40893776417596,1
386,ellipsis,Ellipsis,133023879.0,10.97548,29365,91.39465547372822,1
387,tomochain,TomoChain,132383356.0,4.72102,69419,85.51952777777781,1
388,beldex,Beldex,132225001.0,0.60295,60419,100.0,1
389,aurora-dao,IDEX,131259821.0,5.17221,77045,62.53345346360284,1
390,decentral-games,Decentral Games,130134819.0,1.56466,72948,81.43817114470329,1
391,uquid-coin,Uquid Coin,129425939.0,-3.81543,58049,25.0,0
392,bnb48-club-token,BNB48 Club Token,127217356.0,0.09181,6049,57.9100499972691,0
393,quark-chain,QuarkChain,126948281.0,7.72573,78643,66.09603646,1
394,decentral-games-governance,Decentral Games Governance,125622070.0,0.48908,74531,100.0,1
395,stp-network,STP Network,124886762.0,5.85072,34677,67.89947739691563,1
396,beta-finance,Beta Finance,124204624.0,6.73772,53588,25.5833333,0
397,clover-finance,Clover Finance,123751814.0,6.59402,109650,21.107179000000002,0
398,bscpad,BSCPAD,123547694.0,0.80778,0,45.109123621359686,0
399,neos-credits,Neos Credits,122783454.0,0.0942,24276,78.8715182989081,1
400,badger-dao,Badger DAO,122588790.0,3.36462,43402,47.4377007541425,0
401,safepal,SafePal,121974048.0,5.99519,452852,21.633333399999998,0
402,metal,Metal,121589091.0,4.62018,65703,97.06403889339614,1
403,nusd,sUSD,120938662.0,0.81476,182993,100.0,1
404,kirobo,Kirobo,119964465.0,-0.13166,15365,0.0,0
405,aurory,Aurory,119242813.0,-0.72629,176592,9.5,0
406,stasis-eurs,STASIS EURO,118981590.0,-0.07219,17225,100.0,1
407,cudos,Cudos,118805861.0,10.78881,39448,26.549937683969777,0
408,telos,Telos,118805651.0,1.09707,63678,70.94970564409326,1
409,augur,Augur,118699096.0,1.45765,159897,100.0,1
410,iris-network,IRISnet,117690657.0,20.41282,34264,59.81954381838531,3
411,xcad-network,XCAD Network,116048475.0,12.63342,123314,8.499956189468605,0
412,funfair,FUNToken,115999768.0,5.52534,27570,96.35455419261307,1
413,strong,Strong,115879806.0,3.063,38339,35.34472349403822,0
414,linear,Linear,115535129.0,5.52085,55668,32.415329822406704,0
415,superrare,SuperRare,115382509.0,3.26548,239194,14.502995199999999,0
416,noia-network,Syntropy,115028719.0,1.06364,37610,47.948771428612815,0
417,siaprime-coin,ScPrime,114840973.0,8.87815,3221,85.26102727272728,1
418,dero,Dero,113608704.0,17.3545,9493,60.424880434782615,3
419,redfox-labs-2,RedFOX Labs,113030774.0,10.89958,34960,72.11454748590714,1
420,compound-basic-attention-token,cBAT,113017772.0,6.20837,212751,100.0,1
421,strike,Strike,111978240.0,2.91063,12671,47.16741850626963,0
422,qanplatform,QANplatform,111208639.0,-0.275,27965,32.58420027279003,0
423,oxygen,Oxygen,110230401.0,3.02488,29242,2.0236146902,0
424,deapcoin,DEAPCOIN,109631144.0,2.2049,21971,13.67662481285849,0
425,rizon,RIZON,109291075.0,11.61596,12567,100.0,1
426,melon,Enzyme,109044056.0,2.78791,31779,79.69380692512206,1
427,mimatic,MAI,107673884.0,1.27768,6136,100.0,1
428,everipedia,Everipedia,107562589.0,4.70223,123508,47.721208975852385,0
429,eth-2x-flexible-leverage-index,Index Coop - ETH 2x Flexible Leverage Index,107437496.0,9.30852,0,100.0,1
430,ethlend,Aave [OLD],106980985.0,0.0,402213,3.9812171194053634,0
431,feg-token,FEG Token,106603360.0,10.99703,354317,41.14417209808964,0
432,wanchain,Wanchain,106250008.0,3.59104,131674,91.84274943606286,1
433,unizen,Unizen,106234035.0,-0.4748,26449,3.443274314524055,0
434,aioz-network,AIOZ Network,105633525.0,9.75653,72367,33.7918577411055,0
435,saito,Saito,105291428.0,-2.49486,34989,45.589775469766664,0
436,yfii-finance,DFI.money,104966696.0,5.64928,19301,99.3302778084018,1
437,adventure-gold,Adventure Gold,104800318.0,1.17365,71092,100.0,1
438,richquack,Rich Quack,103718275.0,4.13291,159097,44.64032291210739,0
439,geist-finance,Geist Finance,103606039.0,62.21566,16016,100.0,3
440,lto-network,LTO Network,102253931.0,10.03938,22636,73.96467984925951,1
441,seur,sEUR,100381815.0,0.15223,182633,100.0,1
442,kin,Kin,99843548.0,6.19983,50736,16.763009837581,0
443,trustswap,Trustswap,99805357.0,8.55491,65513,78.57366465137355,1
444,quick,Quickswap,98154625.0,4.35318,66202,36.1,0
445,automata,Automata,97927047.0,6.19532,166642,100.0,1
446,lit,LIT,97310616.0,-13.95552,9231,50.0,0
447,seth2,sETH2,97051731.0,4.48161,4115,100.0,1
448,voxies,Voxies,96768236.0,11.47711,48825,12.033333333333333,0
449,solanium,Solanium,96550713.0,3.44193,586069,57.49999999999999,0
450,samoyedcoin,Samoyedcoin,96355383.0,1.53608,64921,38.82972639703548,0
451,tranchess,Tranchess,96155690.0,1.00149,28885,18.765337001079597,0
452,beefy-finance,Beefy.Finance,95484326.0,1.96123,230087,97.5,1
453,derivadao,DerivaDAO,94178607.0,-0.02464,9261,49.41806188869857,0
454,gods-unchained,Gods Unchained,93953129.0,4.22193,82706,6.744999999999999,0
455,ethernity-chain,Ethernity Chain,93950726.0,7.04864,111389,37.70170629953725,0
456,gamezone,GameZone,93574428.0,-4.27667,146870,100.0,1
457,somnium-space-cubes,Somnium Space CUBEs,92057364.0,3.07761,33326,31.226409626637324,0
458,yieldly,Yieldly,91281821.0,32.10559,23909,41.00165722,3
459,rook,KeeperDAO,89294639.0,-6.85662,25747,63.76708636195859,1
460,certik,CertiK,89099483.0,4.93769,2282,58.67798829867641,0
461,sentinel,Sentinel,88750519.0,6.06851,35874,46.743076740507185,0
462,star-atlas-dao,Star Atlas DAO,88547338.0,3.89799,290449,6.0,0
463,harvest-finance,Harvest Finance,88476840.0,1.99087,61227,95.55156327411541,1
464,boson-protocol,Boson Protocol,88394733.0,2.90602,67183,33.042735089999994,0
465,compound-0x,c0x,87922528.0,3.22499,212751,100.0,1
466,kava-swap,Kava Swap,87559127.0,4.91858,26095,19.322916,0
467,woonkly-power,Woonkly Power,87556357.0,-1.81146,36463,42.106959503509856,0
468,derace,DeRace,86949407.0,7.86404,170479,24.722221666666666,0
469,alpha-quark-token,Alpha Quark Token,86705389.0,6.74182,12385,84.87429952727643,1
470,comdex,Comdex,86400589.0,3.29612,13881,16.052244848780113,0
471,hi-dollar,hi Dollar,86253346.0,2.55945,76982,25.841576414185912,0
472,aergo,Aergo,85853130.0,5.33928,25551,72.332439718,1
473,bitshares,BitShares,85727366.0,4.66296,8200,75.2712935359917,1
474,liquity,Liquity,85458494.0,12.36714,24663,14.458398429163047,0
475,bzx-protocol,bZx Protocol,85057841.0,-0.04406,1043,37.02168364613278,0
476,shapeshift-fox-token,ShapeShift FOX Token,84396311.0,1.44722,110703,19.2271275825515,0
477,aleph,Aleph.im,84062362.0,-0.24298,29827,24.507479329338526,0
478,komodo,Komodo,83640642.0,3.37844,117977,64.85788228428,1
479,lcx,LCX,83310072.0,3.08507,65011,59.134992526057395,0
480,propy,Propy,83201115.0,15.94369,21729,57.89659139105387,0
481,district0x,district0x,83051470.0,3.34549,73944,75.12217163251766,1
482,musd,mStable USD,82210964.0,0.32594,25047,100.0,1
483,guildfi,GuildFi,82131276.0,3.30994,100452,4.3280013348608,0
484,arpa-chain,ARPA Chain,81955956.0,4.33139,57837,65.47830688571429,1
485,concierge-io,Travala.com,81428231.0,5.49448,145935,84.41438129831973,1
486,spiritswap,SpiritSwap,81035906.0,50.29577,0,30.0451251708844,3
487,barnbridge,BarnBridge,80723484.0,0.8675,28009,53.3860789638472,0
488,rai,Rai Reflex Index,80471241.0,0.61351,17026,100.0,1
489,whale,WHALE,80451557.0,0.47452,76701,73.032758395,1
490,hunt-token,HUNT,80028894.0,6.29049,15949,54.89190663240502,0
491,unifty,Unifty,79533189.0,-4.08982,13578,39.31871617126,0
492,tokocrypto,Tokocrypto,78952744.0,2.63076,358097,15.0,0
493,magic,Magic,78811762.0,3.44783,22518,12.208514320225511,0
494,dvf,DVF,78337529.0,1.91778,50805,12.085721000000001,0
495,thunder-token,ThunderCore,78034917.0,3.33844,172898,81.80337300000001,1
496,litentry,Litentry,77846361.0,8.63965,68001,31.01404896,0
497,nerve-finance,Nerve Finance,77747624.0,1.22303,0,0.0,0
498,karura,Karura,76802334.0,13.91511,221935,22.282782,0
499,bilira,BiLira,76624722.0,1.1225,11151,100.0,1
500,lgcy-network,LGCY Network,76349675.0,-11.29364,28058,12.305592497157898,0
501,cortex,Cortex,75989519.0,4.16379,55963,63.07246442011893,1
502,alpaca-finance,Alpaca Finance,75692144.0,3.62811,72086,83.67714378041039,1
503,mainframe,Hifi Finance,75444249.0,4.06929,38568,93.86552598643352,1
504,token-pocket,Token Pocket,75131876.0,0.66096,100455,58.753515271186444,0
505,sifchain,Sifchain,74788289.0,2.78991,31257,37.49811287571437,0
506,contentos,Contentos,74608092.0,6.16231,38450,34.34166574174119,0
507,shiden,Shiden Network,74587575.0,0.73695,48707,71.62041665723075,1
508,doge-army-token,Doge Army Token,74563860.0,4.80327,25505,99.32801488346318,1
509,eden,EDEN,74545908.0,7.49578,17382,79.47379021408659,1
510,koinos,Koinos,74475014.0,8.20599,3298,100.0,1
511,cvault-finance,cVault.finance,73737930.0,-1.84904,8093,100.0,1
512,carry,Carry,73414386.0,5.69397,25555,88.13912009900271,1
513,altura,Altura,72927924.0,4.75653,117626,61.28,1
514,rarible,Rarible,72708655.0,1.16256,2236,22.10441566760458,0
515,cocos-bcx,COCOS BCX,72696130.0,3.73375,191342,42.01625855644542,0
516,gas,Gas,71722772.0,4.16503,433173,13.93511623912223,0
517,pylon-protocol,Pylon Protocol,71643713.0,8.20262,49202,9.99853711592651,0
518,defi-land,DeFi Land,71272295.0,-2.15966,93566,5.86335,0
519,tellor,Tellor,71250701.0,7.99913,27175,97.69254322143158,1
520,gyen,GYEN,71107546.0,0.08988,3032,100.0,1
521,grid,GridPlus [OLD],71043919.0,-5.13628,13898,13.088830216434621,0
522,mixmarvel,MixMarvel,70701961.0,12.35048,34125,51.430699999999995,0
523,dia-data,DIA,70532188.0,4.94274,49929,34.666002685864434,0
524,idia,Impossible Decentralized Incubator Access,70507373.0,0.41497,303703,5.921735238144426,0
525,streamr-xdata,Streamr XDATA,70486087.0,7.59139,73123,70.62245303714329,1
526,dock,Dock,70448413.0,5.37928,57824,0.0,0
527,terra-virtua-kolect,Terra Virtua Kolect,70401177.0,5.93712,103350,36.175226333333335,0
528,kava-lend,Kava Lend,69942498.0,7.24986,39750,48.333333499999995,0
529,shyft-network-2,Shyft Network,69722551.0,5.00311,26953,44.435765799326674,0
530,civilization,Civilization,69708089.0,27.56613,17762,99.99999999666667,3
531,sharering,ShareToken,69453171.0,11.80361,26749,0.0,0
532,chainx,ChainX,68530128.0,11.52522,84227,0.0,0
533,new-order,New Order,68470890.0,9.52193,10340,12.9436745218005,0
534,ovr,Ovr,68021949.0,-0.51618,40025,26.581352727272726,0
535,metavpad,MetaVPad,67859781.0,0.051,170701,12.893393515733436,0
536,ooki,Ooki,67505200.0,2.47808,45148,89.70492010844396,1
537,hackenai,Hacken Token,67467282.0,6.98075,67244,60.6134376,0
538,taboo-token,Taboo Token,67222645.0,-3.96576,24384,100.0,1
539,fio-protocol,FIO Protocol,67108972.0,1.70317,80022,46.7460192581365,0
540,pha,Phala Network,67004643.0,3.54271,118076,18.1834380329,0
541,hydra,Hydra,66965587.0,1.94286,7781,100.0,1
542,tornado-cash,Tornado Cash,66944987.0,6.13378,32240,23.51641764611521,0
543,adex,Ambire AdEx,66716565.0,2.58654,447,94.30519941538232,1
544,ampleforth-governance-token,Ampleforth Governance Token,66241731.0,2.98433,36196,57.73135549195666,0
545,paid-network,PAID Network,66138471.0,3.92044,133938,20.496974480255247,0
546,zkswap,ZKSwap,65604106.0,3.07063,0,22.345000000000002,0
547,polkaswap,Polkaswap,65600696.0,4.66253,44581,36.4418162783697,0
548,mimo-parallel-governance-token,MIMO Parallel Governance Token,65578541.0,0.73474,17087,55.52771300526832,0
549,loom-network,Loom Network (OLD),65454299.0,5.78265,40041,83.3914552,1
550,epik-prime,Epik Prime,65321061.0,16.72517,39422,11.71913575,0
551,rainicorn,Rainicorn,65233786.0,21.84412,9986,97.27247559999999,3
552,apeswap-finance,ApeSwap Finance,64911848.0,5.59138,241996,81.155616366013,1
553,zombie-inu,Zombie Inu,64795235.0,-5.91867,16986,57.9941705860693,1
554,parsiq,PARSIQ,64479525.0,10.96556,41535,46.06617786814727,0
555,kleros,Kleros,64410666.0,9.84874,21719,68.4643261010565,1
556,paraswap,ParaSwap,64198576.0,-5.37045,83841,10.9297675,0
557,naga,NAGA,64003062.0,0.23274,11166,100.0,1
558,bella-protocol,Bella Protocol,63835809.0,8.72282,38940,48.0,0
559,bomber-coin,Bomber Coin,63437105.0,24.74416,156754,21.3129638172789,3
560,elastos,Elastos,63279454.0,0.73848,51438,81.70691807022105,1
561,mossland,Mossland,62931375.0,4.80378,19282,55.089602767429845,0
562,offshift,Offshift,62930400.0,0.84089,6619,44.9,0
563,crabada,Crabada,62442003.0,18.11289,31927,6.630720832500001,0
564,covalent,Covalent,62147776.0,3.50372,46500,12.515779494996284,0
565,sperax,Sperax,61786273.0,8.66524,7105,14.138654675041785,0
566,mute,Mute,61421148.0,21.44,34163,100.0,3
567,nuls,Nuls,61412040.0,3.30421,83184,81.98749206738098,1
568,everrise,EverRise,61378915.0,7.68411,69363,96.44368484699433,1
569,bitmart-token,BitMart Token,61373801.0,1.8588,369066,19.882296437562783,0
570,viper,Viper,61257459.0,15.22251,0,14.66396122610256,0
571,bluzelle,Bluzelle,60979340.0,6.26827,77422,64.7670117103231,1
572,six-network,SIX Network,60939481.0,6.23946,5315,27.377660421329814,0
573,fodl-finance,Fodl Finance,60671567.0,2.69966,9027,23.721180305242683,0
574,ramp,RAMP,59791975.0,3.95102,44208,38.8382524,0
575,zcoin,Firo,59444213.0,10.01371,78392,59.728209200465884,0
576,hoo-token,Hoo Token,59315845.0,1.09917,105895,58.3,0
577,gm,GM,58554464.0,9.80124,182,47.76718815155615,0
578,bytecoin,Bytecoin,58425443.0,-1.43055,39318,0.0,0
579,nabox,Nabox,58259092.0,-6.41637,75430,100.0,1
